Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1964-09-21 00:00:00-04:00,1.4138596057891846,1.4320921785120446,1.4138596057891846,1.4138596057891846,351456,0.0,0.0
1964-09-22 00:00:00-04:00,1.4138598389939838,1.4271199842582445,1.410544753074646,1.410544753074646,445596,0.0,0.0
1964-09-23 00:00:00-04:00,1.410544087914696,1.425461769104004,1.410544087914696,1.425461769104004,357732,0.0,0.0
1964-09-24 00:00:00-04:00,1.4254620987471858,1.4354071557022219,1.4254620987471858,1.4320920705795288,294972,0.0,0.0
1964-09-25 00:00:00-04:00,1.4387216614835585,1.4635843930659986,1.4387216614835585,1.454468011856079,884916,0.0,0.0
1964-09-28 00:00:00-04:00,1.4544692880308738,1.4544692880308738,1.4428666830062866,1.4428666830062866,282420,0.0,0.0
1964-09-29 00:00:00-04:00,1.443695434497577,1.4519829532793065,1.443695434497577,1.450325608253479,257316,0.0,0.0
1964-09-30 00:00:00-04:00,1.4503248870941827,1.4528111018098269,1.445352259249845,1.447009801864624,219660,0.0,0.0
1964-10-01 00:00:00-04:00,1.4470101407202345,1.4470101407202345,1.4403799687084875,1.441208839416504,175728,0.0,0.0
1964-10-02 00:00:00-04:00,1.43789409285316,1.43789409285316,1.4171750980449778,1.4354078769683838,395388,0.0,0.0
1964-10-05 00:00:00-04:00,1.4354083349669235,1.437065878890031,1.4254632698414849,1.4262919425964355,351456,0.0,0.0
1964-10-06 00:00:00-04:00,1.415516241516796,1.415516241516796,1.406399861789942,1.4088860750198364,326352,0.0,0.0
1964-10-07 00:00:00-04:00,1.4088872101149772,1.4138598389939838,1.403914779649061,1.410544753074646,351456,0.0,0.0
1964-10-08 00:00:00-04:00,1.4105430716354466,1.421316988823691,1.4088855306516508,1.4204881191253662,338904,0.0,0.0
1964-10-09 00:00:00-04:00,1.4229754422621022,1.4304342833056134,1.4229754422621022,1.428776741027832,458148,0.0,0.0
1964-10-12 00:00:00-04:00,1.4271198971768533,1.4271198971768533,1.4188321828842163,1.4188321828842163,207108,0.0,0.0
1964-10-13 00:00:00-04:00,1.415516733737551,1.415516733737551,1.395626425743103,1.395626425743103,439320,0.0,0.0
1964-10-14 00:00:00-04:00,1.3956277406538071,1.405572804814416,1.3923128515423953,1.3989428281784058,395388,0.0,0.0
1964-10-15 00:00:00-04:00,1.3989421507700541,1.410544753074646,1.3923121773444693,1.410544753074646,552288,0.0,0.0
1964-10-16 00:00:00-04:00,1.4130303870084235,1.428776741027832,1.4130303870084235,1.428776741027832,439320,0.0,0.0
1964-10-19 00:00:00-04:00,1.428777241622302,1.428777241622302,1.4155172955802402,1.4188321828842163,307524,0.0,0.0
1964-10-20 00:00:00-04:00,1.4105449160505517,1.4105449160505517,1.4005998555565657,1.4064011573791504,539736,0.0,0.0
1964-10-21 00:00:00-04:00,1.4064008705322184,1.411373300558487,1.403914655519084,1.4072295427322388,263592,0.0,0.0
1964-10-22 00:00:00-04:00,1.407229275509959,1.4080581459656563,1.4022568464279175,1.4022568464279175,370284,0.0,0.0
1964-10-23 00:00:00-04:00,1.402257130469095,1.4039146733032057,1.3956269591326516,1.3968700170516968,225936,0.0,0.0
1964-10-26 00:00:00-05:00,1.3968698865370996,1.3989419140926789,1.3757367134094238,1.3757367134094238,445596,0.0,0.0
1964-10-27 00:00:00-05:00,1.3761519988306026,1.387340220817468,1.3761519988306026,1.380710244178772,514632,0.0,0.0
1964-10-28 00:00:00-05:00,1.3807094431390672,1.388996958732605,1.3790519003377453,1.388996958732605,288696,0.0,0.0
1964-10-29 00:00:00-05:00,1.3889968677438915,1.3939692974090576,1.3856817823584082,1.3939692974090576,269868,0.0,0.0
1964-10-30 00:00:00-05:00,1.393969513611747,1.4022572283608679,1.3906546261251882,1.3923121690750122,313800,0.0,0.0
1964-11-02 00:00:00-05:00,1.3918966669044586,1.3918966669044586,1.3827775716781616,1.3827775716781616,615048,0.001992,0.0
1964-11-04 00:00:00-05:00,1.3827775716781616,1.3918966669044586,1.3827775716781616,1.3827775716781616,382836,0.0,0.0
1964-11-05 00:00:00-05:00,1.3836076034713156,1.3918975872647659,1.3836076034713156,1.3885815143585205,288696,0.0,0.0
1964-11-06 00:00:00-05:00,1.3885813326316918,1.3943843602220842,1.3869234948676976,1.3877524137496948,445596,0.0,0.0
1964-11-09 00:00:00-05:00,1.3877523404002705,1.3943842865221296,1.3869234215620858,1.389410376548767,395388,0.0,0.0
1964-11-10 00:00:00-05:00,1.389410376548767,1.39272644884576,1.3877523404002705,1.389410376548767,282420,0.0,0.0
1964-11-11 00:00:00-05:00,1.389410376548767,1.3918973315354484,1.3869234215620858,1.389410376548767,332628,0.0,0.0
1964-11-12 00:00:00-05:00,1.389411017689982,1.3943849299585473,1.389411017689982,1.3910690546035767,439320,0.0,0.0
1964-11-13 00:00:00-05:00,1.391067736974362,1.4134507179260254,1.391067736974362,1.4134507179260254,627600,0.0,0.0
1964-11-16 00:00:00-05:00,1.422569517017754,1.4325175285339355,1.422569517017754,1.4325175285339355,458148,0.0,0.0
1964-11-17 00:00:00-05:00,1.4325189876115858,1.4408089725734188,1.4258870393365577,1.429202914237976,338904,0.0,0.0
1964-11-18 00:00:00-05:00,1.4225704073729308,1.4225704073729308,1.3960422277450562,1.3960422277450562,464424,0.0,0.0
1964-11-19 00:00:00-05:00,1.3960422277450562,1.3977002637808125,1.3860942100026317,1.3960422277450562,640152,0.0,0.0
1964-11-20 00:00:00-05:00,1.3960423056627682,1.4192544145146742,1.3960423056627682,1.4117933511734009,282420,0.0,0.0
1964-11-23 00:00:00-05:00,1.4117926175725277,1.4126217344419096,1.3993576507799919,1.4026737213134766,301248,0.0,0.0
1964-11-24 00:00:00-05:00,1.3993583949676192,1.3993583949676192,1.389410376548767,1.389410376548767,552288,0.0,0.0
1964-11-25 00:00:00-05:00,1.3894097131052985,1.3968707729748113,1.3827775716781616,1.3827775716781616,753120,0.0,0.0
1964-11-27 00:00:00-05:00,1.3827788778412984,1.3860949516872068,1.371172817852839,1.381121039390564,759396,0.0,0.0
1964-11-30 00:00:00-05:00,1.381119872986652,1.3927259231733973,1.3678557872772217,1.3678557872772217,527184,0.0,0.0
1964-12-01 00:00:00-05:00,1.364540490945153,1.364540490945153,1.3496183612410482,1.3512763977050781,891192,0.0,0.0
1964-12-02 00:00:00-05:00,1.3512751334984254,1.3562492382369138,1.3500316073138035,1.3529331684112549,458148,0.0,0.0
1964-12-03 00:00:00-05:00,1.352933666045106,1.3753168478932796,1.352933666045106,1.3678557872772217,476976,0.0,0.0
1964-12-04 00:00:00-05:00,1.3744875933662726,1.38609364239173,1.3744875933662726,1.3827775716781616,307524,0.0,0.0
1964-12-07 00:00:00-05:00,1.3827788778412984,1.3860949516872068,1.3798773132261286,1.381121039390564,345180,0.0,0.0
1964-12-08 00:00:00-05:00,1.3811193649853966,1.381533675241625,1.3529331684112549,1.3529331684112549,301248,0.0,0.0
1964-12-09 00:00:00-05:00,1.3529337727435662,1.3695139308059534,1.3496177014366753,1.3500322103500366,558564,0.0,0.0
1964-12-10 00:00:00-05:00,1.3537619426686567,1.3661971039564962,1.3537619426686567,1.3562490940093994,345180,0.0,0.0
1964-12-11 00:00:00-05:00,1.3620534633227905,1.3778045111883284,1.3620534633227905,1.3703434467315674,458148,0.0,0.0
1964-12-14 00:00:00-05:00,1.3703432004142289,1.3720012364923855,1.362882137298584,1.362882137298584,332628,0.0,0.0
1964-12-15 00:00:00-05:00,1.3628820729899307,1.3686850997535989,1.3529340554625153,1.3616385459899902,232212,0.0,0.0
1964-12-16 00:00:00-05:00,1.3616386102399667,1.3686851643360725,1.359566065142271,1.362882137298584,232212,0.0,0.0
1964-12-17 00:00:00-05:00,1.3628824387616958,1.3753176128624116,1.3612244023167897,1.3695145845413208,269868,0.0,0.0
1964-12-18 00:00:00-05:00,1.3720008498997758,1.3778038753021293,1.3720008498997758,1.376145839691162,433044,0.0,0.0
1964-12-21 00:00:00-05:00,1.376145839691162,1.3802908294825484,1.376145839691162,1.376145839691162,407940,0.0,0.0
1964-12-22 00:00:00-05:00,1.3761461051639456,1.3802910957549435,1.3728300333023071,1.3728300333023071,382836,0.0,0.0
1964-12-23 00:00:00-05:00,1.3728301552954043,1.3736592725705419,1.362882137298584,1.362882137298584,313800,0.0,0.0
1964-12-24 00:00:00-05:00,1.3645402435310525,1.3711721897125244,1.3645402435310525,1.3711721897125244,213384,0.0,0.0
1964-12-28 00:00:00-05:00,1.3711725588202874,1.3728305954300166,1.3628825742438235,1.3686856031417847,320076,0.0,0.0
1964-12-29 00:00:00-05:00,1.3686852380168097,1.3695143553365814,1.3599806473739513,1.3612241744995117,577392,0.0,0.0
1964-12-30 00:00:00-05:00,1.3612250365195053,1.3678571853890875,1.35956699930211,1.363712191581726,414216,0.0,0.0
1964-12-31 00:00:00-05:00,1.3637115154676216,1.3711723815384986,1.3579084873199463,1.3579084873199463,520908,0.0,0.0
1965-01-04 00:00:00-05:00,1.357908576136319,1.3612244506717592,1.342986446074244,1.3434009552001953,533460,0.0,0.0
1965-01-05 00:00:00-05:00,1.3434003859487738,1.3463019486009264,1.3396698053960059,1.3400843143463135,520908,0.0,0.0
1965-01-06 00:00:00-05:00,1.3463028760593305,1.3645408854927255,1.3463028760593305,1.355421781539917,1016712,0.0,0.0
1965-01-07 00:00:00-05:00,1.3612240073650406,1.3852652311325073,1.3612240073650406,1.3852652311325073,608772,0.0,0.0
1965-01-08 00:00:00-05:00,1.3877528036310158,1.4093068838119507,1.3877528036310158,1.4093068838119507,765672,0.0,0.0
1965-01-11 00:00:00-05:00,1.409306113171535,1.4117930676284371,1.3960420252812489,1.4001870155334473,357732,0.0,0.0
1965-01-12 00:00:00-05:00,1.400187345596467,1.4043325352978866,1.3968714716963155,1.40350341796875,470700,0.0,0.0
1965-01-13 00:00:00-05:00,1.4035023361575345,1.4117923122262466,1.4026734179394547,1.4059892892837524,420492,0.0,0.0
1965-01-14 00:00:00-05:00,1.4093064038363654,1.4200835394924984,1.4093064038363654,1.4192544221878052,1010436,0.0,0.0
